flight,instrument,opr_frame,opr_year,distance_m,ice_thickness_agasea,ice_thickness_opr,rssnr_agasea,rssnr_opr,lat,lon,ice_thickness_diff,rssnr_diff
DRP05a,HiCARS,Data_20161103_06_015,2016,170.82427719004622,1503.299074074074,1498.4138742113394,61.274662357566655,62.76609049720011,-75.55871741408436,-109.8752091065667,4.88519986273468,-1.4914281396334559
DRP05a,HiCARS,Data_20181031_01_047,2018,556.8797929139162,1175.3533821548822,1165.1911202550525,49.6084019600912,50.81973100462102,-75.41988399506832,-109.18429680632501,10.162261899829673,-1.211329044529819
DRP05a,HiCARS,Data_20181115_01_014,2018,217.60049753238846,880.3066666666668,875.5771423881899,28.95643265841164,36.19725116459155,-75.39286575430647,-109.08892761103301,4.729524278476902,-7.2408185061799095
DRP05a,HiCARS,Data_20181115_01_021,2018,783.6818016326964,1518.1736262626264,1515.421977210329,45.84074841234319,49.29428168787959,-75.52444213226889,-109.64679210603867,2.7516490522973527,-3.453533275536401
DRP05a,HiCARS,Data_20181115_01_023,2018,291.2752655364461,1485.5305269360267,1500.2677574382255,48.67909902529296,56.53463663371965,-75.55992213864073,-109.89706755715626,-14.737230502198827,-7.855537608426687
DRP06a,HiCARS,Data_20181111_01_009,2018,429.83766613385535,1679.600531986532,1634.971933190255,63.13734329013012,63.81636425520106,-77.57567773129696,-113.61088696901649,44.62859879627695,-0.67902096507094
DRP06a,HiCARS,Data_20181111_01_010,2018,450.84981339315567,2461.4901531986534,2530.7547019412496,92.4234193402542,89.98545301172251,-77.3631199960264,-112.72611963363627,-69.26454874259616,2.4379663285316866
DRP06a,HiCARS,Data_20181111_01_031,2018,120.28282829750806,1667.7319393939397,1665.2803727344617,61.21848862402898,60.906885232099135,-77.55636198795742,-113.54416027369581,2.451566659477976,0.3116033919298431
DRP06c,HiCARS,Data_20121012_03_009,2012,42.46529719566754,670.2598821548821,592.7069205282019,18.70565264476756,8.38366895058151,-75.34071961978859,-108.09131860936466,77.55296162668026,10.32198369418605
DRP06c,HiCARS,Data_20121012_03_014,2012,156.64562624663648,1066.379898989899,1061.5646337818537,43.80810255491967,17.010336833472522,-75.43196497235049,-107.93507873941118,4.815265208045275,26.79776572144715
DRP06c,HiCARS,Data_20121012_03_022,2012,38.57677739380438,1545.6318619528618,1512.7296031391422,58.87331261167208,40.94892283888767,-75.61315459650183,-107.85131457548769,32.90225881371953,17.92438977278441
DRP06c,HiCARS,Data_20121012_03_025,2012,183.5013167715802,1540.514074074074,1574.654206776417,67.2291500997506,44.99468629973795,-75.56873700048365,-107.8300580030623,-34.14013270234295,22.234463800012648
DRP06c,HiCARS,Data_20121012_03_030,2012,342.8013513862464,1339.8195707070706,1282.723932486407,49.30320180632702,32.201656832164815,-75.47741713121829,-107.85818060544196,57.09563822066366,17.101544974162202
DRP06c,HiCARS,Data_20121012_03_033,2012,82.75274566099505,782.2267188552189,734.2488716991157,40.56661388469351,7.030294064524166,-75.3866809497662,-108.01099527600718,47.97784715610317,33.536319820169346
DRP06c,HiCARS,Data_20121012_03_038,2012,109.98786794042725,616.7115925925925,566.1678046836555,30.753646043242696,7.865210882015222,-75.2946950708011,-108.17025941277626,50.54378790893702,22.888435161227473
DRP06c,HiCARS,Data_20121016_02_008,2012,421.7501966519957,2033.857919191919,2025.8191761337048,60.99006142003469,53.97298088679243,-75.99801746647057,-108.3992287455056,8.038743058214322,7.0170805332422646
DRP06c,HiCARS,Data_20121016_02_011,2012,255.5481495816025,2022.7126245791244,2008.1264322373406,80.14702805773024,70.61893235059803,-76.10283937017996,-108.59137926978235,14.586192341783772,9.52809570713221
DRP06c,HiCARS,Data_20121016_02_017,2012,672.0805182459478,2023.7087727272728,2016.9728041855228,71.33213666229042,61.87372866055341,-76.22730308179297,-108.8246654238882,6.735968541750026,9.458408001737013
DRP06c,HiCARS,Data_20121016_02_020,2012,125.29975673322295,2076.7343905723906,2070.0510358746155,79.77488487592493,63.91264746996331,-76.28084190794999,-108.94571011763779,6.68335469777503,15.862237405961615
DRP06c,HiCARS,Data_20121016_02_026,2012,147.05725265405616,2256.8422154882155,2211.5929870455293,83.61095326574457,79.03194134419401,-76.35690598773506,-109.12221671800961,45.24922844268622,4.57901192155056
DRP06c,HiCARS,Data_20121016_02_029,2012,119.9580070680582,2357.302023569024,2344.28856626826,80.96752898629668,70.40696549874068,-76.41465949125052,-109.26376508485951,13.013457300764003,10.56056348755601
DRP06c,HiCARS,Data_20121016_02_036,2012,288.82670491314695,2347.719558922559,2326.595822371896,77.16740549442855,74.4111638905436,-76.49938030800166,-109.46357150768276,21.123736550663125,2.756241603884945
DRP06c,HiCARS,Data_20121016_02_039,2012,1344.5504658014772,2292.9377104377104,2308.903078475532,75.49183129264334,75.11504664902509,-76.5632020289832,-109.64480326454803,-15.965368037821463,0.3767846436182509
DRP06c,HiCARS,Data_20121023_04_057,2012,874.6159278978245,1455.2023047138046,1488.0789123102177,55.845350088017234,43.26128351347694,-75.63555416875167,-107.88072386627583,-32.87660759641312,12.584066574540294
DRP06c,HiCARS,Data_20121023_04_071,2012,10.265908170339438,2180.456461279461,2152.39985530585,76.9054094681634,69.5687558757197,-75.86491797342028,-108.16795305981441,28.056605973611113,7.336653592443696
